342,Roulette,EUROBEAT,Y&Co.,14,160,roulette,,,
343,Second Heaven,HANDZ UP,Ryu☆,14,149,secondhv,,,
344,Sense 2007,RAVE,good-cool,14,140,sens2007,,,
345,smile,ELE POP,miru_maki.gjw,14,189,smile,,,
346,snow storm,TRANCE,dj TAKA,14,145,snwstorm,,,
347,the shadow,SCHRANZ,kors k,14,156,t_shadow,,,
348,The Smile of You,POP,猫叉Master feat.JESSY,14,136,thesmile,,,
349,TRANOID,PSG WORKS,T&S seq. factory,14,130-190,tranoid,,,
350,VANESSA,DECEPTIVE GABBA,朱雀,14,185,vanessa,,,
351,Watch out!!,HIP HOP,MAD Sequence*,14,121,watchout,,,
352,With your Smile,J-HOUSE,Shoichiro Hirata plus Junko Hirata,14,135,wy_smile,,,
353,クルクル☆ラブ～Opioid Peptide MIX～,FUTURE POP,イオンチャンネル,14,185,_curulab,,,
354,ヨシダさん,TECHNO,AKIRA YAMAOKA,14,150,_yoshida,,,
355,リグレット,EURO TRANCE,星野奏子,14,155,_regret,,,
356,花吹雪 ～ IIDX LIMITED ～,JAPANESE ALTERATION,S.S.D.FANTASICA feat.ユッコ,14,150,_hanafbk,,,
357,星をこの手に,J-POP,DJ YOSHITAKA feat.星野奏子,14,165,_ninelem,,,
358,電人、暁に斃れる。,NU-NRG,L.E.D.-G,14,165,_fattack,,,
359,零 - ZERO -,HYPER J-POP ZERO,ＴЁЯＲＡ,14,180,_zero,,,
360,2 tribe 4 K,TRIBAL,Remo-con,15,140,2tribelc,,,
361,"Anisakis -somatic mutation type""Forza""-",HARD RENAISSANCE,朱雀,15,185,anisakis,,,
362,avant-guerre,CLASSICAL PIANO SOLO,Osamu Kubota,15,130-146,a_guerre,,,
363,Be OK,EUROBEAT,good-cool ft. Florence,15,160,be_ok,,,
364,beatonic nation,TECH-TRONIKA,Sota Fujimori,15,165,beatonic,,,
365,Blue Rain,TRANCE,dj TAKA VS Ryu☆,15,144,bluerain,,,
366,Darling my LUV,J-R&B,DJ Yoshitaka feat.B-Agents,15,100,darmyluv,,,
367,Dazzlin' Darlin,HANDZ UP,HHH,15,149,dazzlin,,,
368,Digitank System,TECH-BREAKBEATS,DJ Mass MAD Izm*,15,128,digitank,,,
369,Do it!! Do it!!,N-BEATS,Kraken,15,300,doit_emp,,,
370,end of world,FRENZY HOUSE,猫叉Master+,15,162,endworld,,,
371,evergreen,PROG,kors k,15,133,evrgreen,,,28
372,four pieces of heaven,JUNGLE,Lion,15,125-195,fourpces,,,
373,Freeway Shuffle,TRANCE,dj TAKA,15,145,freeway,,,
374,ICARUS,NU-SKOOL BREAKBEATS HARDCORE,Eagle,15,126-251,icarus,,,
375,in the Sky,HAPPY HARDCORE,Ryu☆,15,180,inthesky,,,
376,Kick Out 仮面,E-DANCE POP,上野圭市(aka. Babyweapon，DJ SWAMI)feat.星野奏子,15,160,kickout,,,
377,LOVELY STORM,HAPPY HARDCORE,L.E.D.-G,15,178,lvlystrm,,,
378,madrugada,PROGRESSIVE HOUSE,PINK PONG,15,125,mdrugd25,,,
379,MAX LOVE,LOVELY BUCHIAGE POP,DJ YOSHITAKA feat.星野奏子,15,180,maxlove,,,
380,MENDES,IRREGULAR HI-BREAK,Humanoid,15,168,mendes,,,
381,MENTAL MELTDOWN,HARD HOP,GUHROOVY fw.TECHNORCH,15,145,meltdown,,,
382,NEW GENERATION -もう、お前しか見えない-,ONLY ONE EURO BEAT,SUPER STAR 満-MITSURU-,15,165,new_gene,,,
383,oratio,HYMNUS,蓑舞衆,15,162,oratio,,,
384,PARANOiA ～HADES～,SUPERNOVA2 BEAT #1,αTYPE-300,15,75-300,pr_hades,,,
385,PROMISE FOR LIFE,BALLAD,ＴЁЯＲＡ WORKS,15,70,pro4life,,,
386,REMINISCENCE,TRI EURO FANTASIA,jun with Alison,15,171,reminis,,,
387,Ristaccia,OUVERTURE,Zektbach,15,160,ristacia,,,
388,"satellite020712 from ""CODED ARMS""",HARD HOUSE,猫叉Master,15,154,sa2712ac,,,
389,satfinal,RAVE,RAM,15,180,satfinal,,,
390,scar in the earth,WORLD/ELECTRONICA,猫叉Master,15,141,scar_eth,,,
391,soldier's waltz,WALTZ BEAT,DAJI,15,186,solwlz27,,,
392,SOUND OF GIALLARHORN,FREEFORM HARDCORE,L.E.D.-G,15,184,sgiallar,,,
393,State Of The Art,TECHNOTRONICA,Sota Fujimori feat. cyborg AKEMI,15,155,sotart24,,,
394,STEEL NEEDLE,BREAK CORE,Scorpion,15,205,stneedle,,,
395,switch,ULTIMATE J-POP,DAISUKE ASAKURA ex.ＴЁЯＲＡ,15,152,switch15,,,
396,THE DEEP STRIKER,NU STYLE GABBA,L.E.D.-G,15,173,tdeepstr,,,
397,the trigger of innocence,ETHNOTRONICA,Seiya Murai,15,150,trigger,,,
398,Time to Air,DANCE SPEED,青龍,15,191,time2air,,,
399,TRIP MACHINE PhoeniX,SUPERNOVA2 BEAT #2,DE-SIRE改,15,80-160,triphx26,,,
400,TROOPERS,ULTIMATE CORE,Des-TRACT,15,177,troopers,,,
401,Ubertreffen,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,15,174,ubertref,,,
402,Wanna Party?,PIANO HOUSE,RAM,15,128,wn_party,,,
403,エコ爺,80's EURO,Y&Co.,15,125,_eco_g,,,
404,マチ子の唄,EDUCATION,AKIRA YAMAOKA,15,152,_s_machi,,,
405,ミラージュ・レジデンス,FUSION,Jimmy Weckl,15,144,_m_resid,,,
406,華爛漫 -Flowers-,HYPER JAPANESQUE 2,ＴЁЯＲＡ,15,160,_hranman,,,
407,少年A,POST RENAISSANCE,Remixed by 少年ラジオ,15,90-192,_kid_a,,,
408,走馬灯 -The Last Song-,SOLDIER'S BALLAD,TAKA,15,68-85,_thelast,,,
409,3y3s,DANCE SPEED,青龍,16,191,3y3s,,,
410,ALL I NEED YOUR LOVE,HARD CORE,GUHROOVY fw. M-Project,16,145,allineed,,,
411,ALL MY TURN -このターンに、オレの全てを賭ける-,ONLY ONE EURO BEAT,SUPER STAR 満-MITSURU-,16,170,almyturn,,,
412,Arabian Rave Night,ARABIC HARDCORE,dj MAX STEROID,16,180,arabian,,,
413,B4U(BEMANI FOR YOU MIX),RECKLESS RAVE,Remixed by DJ YOSHITAKA with Michael a la mode,16,170,bemani4u,,,
414,Bahram Attack-猫叉Master Remix-,HOUSE,猫叉Master feat.JUNE,16,155,bahram,,,
415,BITTER CHOCOLATE STRIKER,JUMPSTYLE,L.E.D.-G,16,165,bitchoco,,,
416,BRIDAL FESTIVAL !!!,HAPPY ☆ JIG,S.S.D. with ななっち,16,138,bridal_f,,,
417,CaptivAte2～覚醒～,NOSTALISH REQUIEM,e-lma,16,175,ckakusei,,,
418,Colorful Cookie,HAPPY HARDCORE,Lucky Vacuum,16,180,cocookie,,,
419,Cyber Force -DJ Yoshitaka Remix-,BUCHIAGE TRANCE,Remixed by DJ YOSHITAKA,16,146,cyber_4c,,,
420,Flash Back 90's,MEGA MIX,kors k as disconation,16,155,fback90s,,,
421,Fly Above,DREAM TRANCE,Sota Fujimori,16,150,flyabove,,,
422,Go Beyond!!,TRANCE CORE,Ryu☆ Vs. Sota,16,200,gobeyond,,,
423,HYPERION,MORNING FULL ON,L.E.D.,16,150,hyperion,,,
424,I'm Screaming LOVE,TECHNO POP,Creative Life,16,147,imscream,,,
425,Jack,MIXTURE,DesQ,16,116,jack,,,
426,Just a Little Smile,NU SKOOL BREAKS,Sota Fujimori,16,136,jalsmile,,,
427,Kung-fu Empire,ASIAN JANGLE,飛燕流舞,16,177,kung_fu,,,
428,Mind Mapping,ELECTRO-TECH,Ryu☆,16,128,mmapping,,,
429,Monkey Dance '09,EUROBEAT,Y&Co. Feat. DOMINO,16,155,monkey09,,,
430,naughty girl@Queen's Palace,TECH-BREAKBEATS,DJ Mass MAD Izm*,16,145,naughty,,,
431,neogenesis,ENERGETIC TRANCE,DM Ashura,16,151,neogenes,,,
432,NΦ CRIME,DANCE MUSIC OF SORROW,C×F,16,160,no_crime,,,
433,Programmed World,PSY TRANCE(FULL ON),kors k as StripE,16,153,prgworld,,,
434,Punch Love 仮面,E-DANCE POP,上野圭市(aka. Babyweapon，DJ SWAMI)feat.星野奏子,16,172,punch_lv,,,
435,Queen's Tragedy,BIGBEAT,猫叉Master+,16,152,qtragedy,,,
436,Secrets,TECH-PARA,good-cool ft. CHiCO,16,150,secrets,,,
437,smooooch・∀・,CANDY RAVE,kors k,16,177,smooooch,,,
438,SOLITON BEAM,TECHNO,L.E.D.,16,152,sltn_emp,,,
439,THANK YOU FOR PLAYING,ONLY ONE EPILOGUE,SUPER STAR 満-MITSURU-,16,45-170,thank_u4,,,
440,Turii ～Panta rhei～,ELEMENTAL CHANT,Zektbach,16,148,turii,,,
441,V2,PROGRESSIVE,TAKA,16,150,v2_taka,,,
442,Y&Co. is dead or alive,90's RAVE,Y&Co.,16,145-876,ycodoa25,,,
443,"You'll say ""Now!""",ONLY ONE TECHNO,BLACK STAR 幸広-YUKIHIRO-,16,155,youllnow,,,
444,ハリツヤランデヴー,HOU-ROCK,Des-MASTERS,16,143,_haritya,,,
445,まほろば,J-DANCE POP,HHH+H,16,149,_mhoroba,,,
446,ミッドナイト堕天使,TRENDY TECHNO,Dr.Honda,16,150,_mdatn24,,,
447,山岡晃の「クイズ！家事都合！」,ポップス,AKIRA YAMAOKA feat.喜屋武ちあき,16,148,_ay_quiz,,,
448,鉄甲乙女-under the steel-,IRON CONCERTO,Seiya Murai,16,160,_tkotome,,,
449,天空脳番長危機十六連打,RAGE AGAINST EMPRESS,D.J.SETUP,16,150,_rage16,,,
450,卑弥呼,ESOTERIC SPEEDCORE,朱雀 VS 玄武,16,83-185,_himiko,,,
451,不沈艦CANDY,HARDCORE,Risk Junk,16,188,_fuchin,,,
452,翼,J-TRANCE,小林ゆう,16,148,_tsubasa,,,
453,凛として咲く花の如く,撫子ロック,紅色リトマス,16,163,_rintost,,,
454,AIR RAID FROM THA UNDAGROUND,SPEEDCORE,GUHROOVY,17,180,airraid,,,
455,Almagest,AKASHIC RECORDS,Galdeira,17,178,almag_ra,,,
456,Bad Maniacs,INDUSTRIAL,kors k as teranoid,17,195,bmaniacs,,,
457,bass 2 bass,BUBBLEGUM DANCE,Ryu☆,17,140,bas2bass,,,
458,beatchic☆仮面～好き、でいさせて～,E-DANCE POP,上野圭市(transforming into Masao Lovely)feat.星野奏子,17,175,beatchic,,,
459,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,17,172,btyangel,,,
460,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,17,102,beintorn,,,
461,bloomin' feeling,HAPPY HARDCORE,Ryu☆,17,181,bloominf,,,
462,CaptivAte～裁き～(SUBLIME TECHNO MIX),SUBLIME TECHNO,Remixed by DJ YOSHITAKA,17,180,c_sbk_ra,,,
463,D,NEXT SKOOL BREAKBEATS HARDCORE,Eagle,17,30-240,d_eagle,,,
464,DAWN -THE NEXT ENDEAVOUR-,DRUM & BASS,L.E.D. fw.堀澤麻衣子,17,183,dawn_end,,,
465,Dazzlin' Darlin-秋葉工房mix-,EUROBEAT,Remixed by DJ Command,17,160,dazzlinr,,,
466,DESIRE,UK HARDCORE,M-Project fw. GUHROOVY,17,175,desire,,,
467,DOMINION,HARDCORE,L.E.D.-G,17,196,dominion,,,
468,DROP,WHITE SEQUENCE,dj TAKA feat.Kanako Hoshino,17,152,drop,,,
469,Elisha,TRANCE CORE,DJ YOSHITAKA,17,185,elisha,,,
470,Empire State Glory,CYBERPUNK,Dirty Androids,17,173,empstate,,,
471,eRAseRmOToRpHAntOM,HARDCORE,L.E.D.-G VS GUHROOVY,17,135-270,ephantom,,,
472,Evans,HARD RENAISSANCE,DJ YOSHITAKA,17,185,evans,,,
473,EXUSIA,HARDCORE,L.E.D.-G,17,188,exusia,,,
474,G59,EXPERIMENTAL MUSIC,怒れる金の獅子,17,170,g59,,,
475,GALGALIM,HARDCORE TECHNO,L.E.D.,17,165,galgalim,,,
476,GOLDEN CROSS,TECHNO,dj REMO-CON VS dj TAKA,17,150,goldcros,,,
477,Hydrogen Blueback,TECH DANCE,MAD CHILD,17,143,hydrblue,,,
478,IN THE NAME OF LOVE,EUROBEAT,Y&Co.feat.Erica,17,155,inthname,,,
479,Keep it-秋葉工房mix-,EUROBEAT,DJ Command feat. NAGISA,17,166,keep_it,,,
480,Last Burning,ELECTRO,Dirty Androids,17,130,lastburn,,,
481,Light Shine,BUBBLEGUM DANCE,Ryu☆,17,140,litshine,,,
482,MIRACLE MEETS,BUCHIAGE TRANCE,Lucky Vacuum,17,160,miraclem,,,
483,mosaic,TECHNO POP SPEED,Auridy,17,188,mosaic,,,
484,NEW SENSATION -もう、あなたしか見えない-,ONLY ONE IDOL SONG,SUPER HEROINE 彩香-AYAKA-,17,200,new_sens,,,
485,NoN-Fiction Story!,TECHNO POP,Creative Life,17,160,nfiction,,,
486,Programmed Sun,PSY TRANCE(MORNING),kors k,17,144,prog_sun,,,
487,quell～the seventh slave～,TRANCE,dj TAKA Vs. DJ YOSHITAKA,17,140,quell,,,
488,Raison d'etre～交差する宿命～,ASTRAL CHOIR,Zektbach,17,155-175,raison,,,
489,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,17,158,red_fmj,,,
490,Roots of my way!,ACTRESS,ナイア,17,158,rootsof,,,
491,Session 1 -Genesis-,ELECTRIC FUSION,PRASTIK DANCEFLOOR,17,79-178,session1,,,
492,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,17,85-170,she_wife,,,
493,SOLID STATE SQUAD,HARDSTYLE,kors k Vs. L.E.D.,17,155,sssquad,,,
494,Sorrows,EMO,Asako Yoshihiro,17,185,sorrows,,,
495,Special One,J-HOUSE,kors k feat. Suzuyo Miyamoto,17,128,special1,,,
496,THE LAST STRIKER,DRUM & BASS,L.E.D.,17,185,tlaststr,,,
497,The Story Begins,EPIC TRANCE,SADA & Sota,17,150,thestory,,,
498,かずあそび,INSANIO,CULTVOICE by S.S.D.PRODUCTS,17,170,_kzasobi,,,
499,コスモス,J-POP,TSU-NA,17,148,_cosmos,,,
500,サヨナラ・ヘヴン,WORLD/ELECTRONICA,猫叉Master,17,111,_sheaven,,,
501,たからもの,POPS,セリカ＆エリカ,17,182,_takara,,,
502,バビロニア,DISTORTED NEW AGE,劇団レコード,17,164,_babylon,,,
503,ワルツ第17番 ト短調”大犬のワルツ”,VALSE,virkato,17,190-290,_valse17,,,
504,"水上の提督(Short mix from ""幻想水滸伝V"")",WORLD/ELECTRONICA,猫叉Master,17,140,_suijo17,,,
505,未来のプリズム,STARPOP,星野奏子,17,132,_prismof,,,
506,Aegis,TECHNO,IT medalion,18,162,aegis,,,
507,ALBIDA,HARD RENAISSANCE,DJ YOSHITAKA,18,185,albida,,,
508,Answer,STARPOP,星野奏子,18,156,answer,,,
509,ANTHEM LANDING,LATIN TEK,DJムラサメ,18,151,anthemld,,,
510,Believe In Me,HARDCORE,Uraken feat. Calyn Tsukishima,18,170,believme,,,
511,BLUST OF WIND,CROSSOVER HOUSE,Anemo=Aspel by MLREC.,18,145,blstwind,,,
512,Bounce Bounce Bounce,DANCEHALL,kors k feat.Kanata Okajima＆楽天斎,18,116,bouncex3,,,
513,Breaking the ground,HARDCORE,Art of Fighters,18,166,brground,,,
514,Broken,TRANCE,dj TAKA feat.AiMEE,18,148,brokenrb,,,
515,BROKEN EDEN,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,18,162,brkneden,,,
516,Dances with Snow Fairies,トレンディートランス,Dr.Honda,18,154,dancwith,,,
517,DAYDREAMER,GIRLY ROCK,ピンクターボ,18,195,ddreamer,,,
518,Destiny Sword,ELECTRIC STEP,CAPACITY GATE,18,155,dstsword,,,
519,DM STAR～関西 energy style～,SPEED RAVE,NAOKI,18,155,dm_star,,,
520,ELECTRIC MASSIVE DIVER,GABBA,L.E.D.-G,18,178,emassive,,,28
521,Energy Drive,HARDCORE,kevin energy,18,170,engdrive,,,
522,Eternal Tears,WINTER BALLADE,ツガル,18,84,etntears,,,
523,Everlasting Resort,ONLY ONE ANTHEM,SUPER STAR 満-MITSURU-,18,148,evresort,,,
524,Fantasia,HYPER FANTASIA,ＴЁЯＲＡ,18,165,fantasia,,,
525,Golden Palms,NU DISCO,Dirty Androids,18,130,gldpalms,,,
526,I FIGHT ME,DRUM & BASS,kobo feat. Marsha,18,175,ifightme,,,
527,Kailua,ENERGETIC HAWAIIAN TRANCE,kors k,18,146,kailua,,,
528,Let The Track Flow,UK HARDCORE,Brisk & Ham,18,175,lettrack,,,
529,Medicine of love,MAGICAL POP,イロハ＆リリナ,18,173,medilove,,,
530,Mermaid girl,BUBBLEGUM DANCE,Cream puff,18,140,mermaid,,,
531,Never Fade Away,IIDX HANDZ UP!!,Sota Fujimori feat. dj MAX STEROID,18,170,nvrfade,,,
532,New Castle Legions,DYSTOPIA,Dirty Androids,18,120-180,nwcasl26,,,
533,PARADISE LOST,TRANCE CORE,Ryu☆ Vs. L.E.D.-G,18,200,paralost,,,
534,passionate fate,HANDZ UP,Ryu☆,18,149,passfate,,,
535,perditus†paradisus,ANTHEM CORE,iconoclasm,18,172,perditus,,,
536,Programmed Life,PSY TRANCE(FULL ON),kors k,18,145,proglife,,,
537,reunion,CYBER WALTZ,Tatsh,18,184,reunion,,,
538,Rock Da House,UK HARDCORE,M-Project fw. GUHROOVY,18,175,rokhouse,,,
539,SABER WING,SHOOTING WALTZ,TAG,18,37-444,saberwng,,,
540,Sakura Reflection,HAPPY HARDCORE,Ryu☆,18,181,sakurarf,,,
541,sakura storm,HAPPY HARDCORE,Ryu☆,18,184,sakurast,,,
542,Session 9 -Chronicles-,ROCKIN' DRUM'N'BASS,PRASTIK DANCEFLOOR,18,182-189,session9,,,
543,Space Time,ENERGETIC TRANCE,NISH,18,143,space_tm,,,
544,SPECIAL SUMMER CAMPAIGN!,BUCHIAGE TRANCE,Lucky Vacuum,18,168,ssc,,,
545,Stay my side,R&B,DJ Yoshitaka feat.RINA,18,100,stayside,,,
546,STELLAR WIND,HARD DANCE,L.E.D.,18,162,stellar,,,
547,THE BLACK KNIGHT,GOA TRANCE,L.E.D.,18,154,tbknight,,,
548,THE DOOR INTO RAINBOW,TRANCE,L.E.D.,18,155,thedoor,,,
549,THE FALLEN,GOTH NU-STYLE GABBA,L.E.D.-G,18,167,t_fallen,,,
550,Tropical April,VACATION DANCE,Risk Junk,18,182,tropical,,,
551,Vermillion,PSYCHE FUSION,Mystic Moon,18,152,vmillion,,,
552,Watch Out Pt.2,TECH-BREAKBEATS,DJ Mass MAD Izm* VS.DJ Yoshitaka,18,148,watchpt2,,,
553,WISE UP!,RESORT HOUSE,木之下慶行 feat.星野奏子,18,127,wise_up,,,
554,Wuv U,CANDY RAVE,kors k,18,173,wuv_u,,,
555,XANADU OF TWO,DANCE POP,T.Kakuta With Starving Trancer + 森永真由美,18,160,xanadu_2,,,
556,ZETA～素数の世界と超越者～,IDM,Zektbach,18,90-180,zeta,,,
557,おおきなこえで,WORLD/POPS,猫叉Master feat.Sana,18,100,_o_koede,,,
558,かげぬい ～ Ver.BENIBOTAN ～,NATSU MATSURI,CULTVOICE by S.S.D.PRODUCTS,18,186,_kagenui,,,
559,黒髪乱れし修羅となりて,撫子メタル,村正クオリア,18,150,_krokami,,,
560,灼熱Beach Side Bunny,BROKEN SAMBA BREAK,DJ Mass MAD Izm*,18,153,_shakunt,,,
561,中華急行,HAPPY HARDCORE,Ryu☆,18,171,_chinaex,,,
562,夕焼け ～Fading Day～,AURAL ADRENALINE,JAKAZiD,18,174,_yuuyake,,,
563,旅人リラン,ELECLORE,XOGO BRYKK,18,155,_t_rerun,,,
564,24th Century BOY,EURO RAVE,Tatsh,19,168,24th_boy,,,
565,532nm,HARDCORE,Ryu☆,19,177,532nm,,,
566,Almace,TECHNO,Qrispy Joybox,19,172,almace,,,
567,ANAGRAMS I to Y,DANCE POP,Mayumi Morinaga,19,165,anagrams,,,
568,BLACK.by X-Cross Fade,TECH-BREAKBEATS,DJ Mass MAD Izm*,19,163,blackbyx,,,
569,CALL,WORLD/ELECTRONICA,猫叉Master,19,158,call,,,
570,Castle on the Moon,DANCE SPEED,青龍,19,191,csl_moon,,,
571,Change the World,SPEED POP,Tatsh feat.小田ユウ,19,286,change_w,,,
572,DIAVOLO,TRANSCENDENTAL ETUDES,度胸兄弟,19,160,diavolo,,,
573,Drive Me Crazy,AKIBA RAVE,kors k feat.古川未鈴,19,180,driveme,,,
574,Express Emotion,J-CORE,REDALiCE feat. Shihori,19,182,exmotion,,,
575,F,RENAISSANCE,D.J.Amuro,19,154,f_amuro,,,
576,Far east nightbird,DRUM'N'BASS,猫叉Master,19,180,fareast,,,
577,fffff,HARD Pf,Five Hammer,19,138,fffff,,,
578,Flip Flap,CANDY HANDZ UP,kors k,19,175,flipflap,,,
579,Follow Tomorrow,J-DANCE POP,HHH×MM×ST,19,140,follow_t,,,
580,HAERETICUS,ECCENTRIC,D.J.Amuro Vs MAX MAXIMIZER,19,208,haeretic,,,
581,I'm so Happy,HAPPY HARDCORE,Ryu☆,19,181,im_happy,,,
582,In the Blackest Den,PROGRESSIVE ROCK,Bulluvegola,19,177,in_black,,,
583,Infinite cave,DRUM'N'BASS,猫叉Master+,19,190,inf_cave,,,
584,LAX5 feat.Ryota Yoshinari,LOUD TECH,Katana Sounds,19,190,lax5,,,
585,LETHEBOLG ～双神威に斬り咲けり～,PLATINUM J-POP ONE,ＴЁЯＲＡ,19,165,lethbolg,,,
586,Liquid Crystal Girl feat. echo,ELECTRO,kmp,19,134,lcrystal,,,
587,LOVE B.B.B,DRUM'N'BASS,SWAN K feat. Asuka M,19,173,love_bbb,,,
588,Lucky Days,DREAM TRANCE,Sota Fujimori feat. Kanako Hoshino,19,160,luckyday,,,
589,Mermaid girl-秋葉工房 MIX-,EURO BEAT,Remixed by DJ Command,19,150,mermaidr,,,
590,Miami Sunset Drive,80's ELECTRO HOUSE,Dirty Androids,19,131,miamisun,,,
591,NNRT,ELECTRO GOTHIC,Levaslater,19,101-202,nnrt,,,
592,Phoenix,HARD NRG,Hommarju,19,176,phoenix,,,
593,prompt,NU PROGRESSIVE,wｘs ft.*spiLa*,19,198,prompt,,,
594,QUANTUM TELEPORTATION,TECHNO,L.E.D.,19,152,quantum,,,
595,quaver♪,HAPPY,Risk Junk,19,182-186,quaver,,,
596,Quick Silver,RAVE FUSION,Mystic Moon,19,172,q_silver,,,
597,Release The Music,TECH DANCE,kors k,19,146,releasem,,,
598,RESISTANCE,MYSTERIOUS ROCK,セリカ,19,184,resistan,,,
599,Round and Round,HYPER ELECTRO,Masayoshi Minoshima feat. 綾倉盟,19,145,roundx2,,,
600,SA.YO.NA.RA. SUPER STAR,ONLY ONE FINALE,SUPER STAR 満-MITSURU-,19,85-170,synrstar,,,
601,Scharfrichter,HARD ROCK,Ashemu,19,217,scharfri,,,
602,Several Words,VALIANT BEAT,CAPACITY GATE,19,180,several,,,
603,SHADE,TECHNO,DJ MURASAME vs dj Killer,19,151,shade,,,
604,Snake Stick,TECH-BREAKBEATS,DJ Yoshitaka VS. DJ Mass MAD Izm*,19,145,snakestk,,,
605,Snow Goose,ELECTRIC POMP,Mutsuhiko Izumi,19,200,snwgoose,,,
606,Star Trail,TRANCE,Nhato,19,148,strtrail,,,
607,The Limbo,CYBER PUNK,STN,19,200,thelimbo,,,
608,The Sampling Paradise,HARD TRANCE,Mamonis,19,150,t_sample,,,
609,Thunderbolt,RAVERS DANCE SPEED,雷龍,19,188,thunbolt,,,
610,TITANS RETURN,DRUMSTEP,L.E.D.,19,194,titans,,,
611,Todestrieb,SACRED TRANCE,Rche,19,185,todestri,,,
612,Voxane,TECH DANCE,Remo-con,19,140,voxane,,,
613,WONDER WALKER,HARD TRANCE,L.E.D.,19,165,w_walker,,,
614,YAKSHA,TERROR CORE,Neulakyussra,19,190,yaksha,,,
615,yellow head joe,TEK-TRANCE,S-C-U,19,187,yheadjoe,,,
616,Yellow Sunrise,DRUM'N'BASS,xac,19,174,yellow_s,,,
617,ビューティフルレシート,HAPPY HARDCORE,Lucky Vacuum,19,196,_bt_rcpt,,,
618,ユミル,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,19,164,_ymir,,,
619,君のハートにロックオン,トレンディーフュージョン,Dr.Honda,19,260,_klockon,,,
620,子供の落書き帳,PROGRESSIVE,佐々木博史,19,280,_kodomo,,,
621,蛇神,ORIENTAL MYTHOLOGY,Zektbach,19,170,_kagachi,,,
622,衰色小町メランコリア,NEO CLASSICAL DANCE,iNO,19,139,_suishok,,,
623,聖人の塔,BATTLE TRACK,Beridzebeth,19,97-194,_seijin,,,
624,天空の夜明け,ANTHEM,Cuvelia,19,150,_tkyoake,,,
625,突撃!ガラスのニーソ姫!,電波,山本椛 (monotone),19,185,_rovknee,,,
626,陽炎,POP,星野奏子,19,140,_kagerou,,,
627,恋する☆宇宙戦争っ！！,Hi-BLEEP,Prim,19,200,_koisuru,,,
628,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,20,190,_nagisa,,,
629,405nm (Ryu☆mix),HARDCORE,Another Infinity,20,177,405nm,,,
630,8bit Princess,CHIPTUNE,seiya-murai feat. ALT,20,150,8bit_pri,,,
631,Ascalon,ELECTRO POP,Qrispy Joybox,20,185,ascalon,,,
632,Beastie Starter,SPEEDCORE,GUHROOVY,20,190,beastie,,,
633,BLUE STRAGGLER,HARD DANCE,L.E.D.,20,160,blue_str,,,
634,BRAVE GLOW,SPACY TRANCE,SOUND HOLIC feat. Nana Takahashi,20,160,bravglow,,,
635,CONCEPTUAL,HARD REVOLUTION,Sota Fujimori 2nd Season,20,198,concept,,,
636,Confiserie,HARD ELECTRIC POP,L.E.D. vs S-C-U,20,185,confiser,,,
637,connective,LOUNGE POP,猫叉Master feat.*spiLa*,20,128,connectv,,,
638,Cookie Bouquets,BREAK CORE,L.E.D. vs TOMOSUKE fw.crimm,20,205,cookie_b,,,
639,DAY DREAM,DARK PROGRESSIVE,Mutsuhiko Izumi,20,80-300,daydream,,,
640,Devilz Staircase,SYMPHONIC BREAK BEATS,OSTER project,20,185,devilz_s,,,
641,Elemental Creation,HARD RENAISSANCE,dj TAKA meets DJ YOSHITAKA,20,212,elecreat,,,
642,examination leave,VACATION DANCE,dj razzle dazzle,20,180,exaleave,,,
643,FLOWER,TRANCE CORE,DJ YOSHITAKA,20,173,flower,,,
644,Fly you to the star,HANDZ UP,Another Infinity feat. Mayumi Morinaga,20,141,flyyouto,,,
645,GAIA,SPEED DANCE,猫叉L.E.D.Master+,20,180,gaia,,,
646,GRADIUS 2012,KONAMI REMIX,Sota Fujimori,20,180,gra2012,,,
647,Hollywood Galaxy,DRUM'N'BASS,dj TAKA,20,186,holywood,,,
648,Howling,NU RAVE,PON,20,155,howling,,,
649,I know You know,NEW 80's,Suke+Suke feat.Ribbon,20,136,ikwyoukw,,,
650,ILIAS,HYPER ELECTRO,Masayoshi Minoshima feat. 坂上なち,20,142,ilias,,,
651,Illegal Function Call,ORBITALIC CORE,U1-ASAMi,20,260,illegal,,,
652,In Heaven,HEAVENLY TRANCE,Sota Fujimori,20,149,inheaven,,,
653,JOMANDA,HARD RENAISSANCE,DJ YOSHITAKA,20,90-300,jomanda,,,
654,Liberation,TRANCE,dj TAKA,20,150,liberatn,,,
655,Light and Cyber…,HAPPY HARDCORE,Tatsh,20,181,lt_cyber,,,
656,Little Star,J-CORE,REDALiCE feat. Ayumi Nomiya,20,183,ltl_star,,,
657,LUV CAN SAVE U,NEO 80's EURO ELECTRO,HIDEKI NAGANUMA,20,140,luvsaveu,,,
